"label","tweet_id"
"Not Relevant","'592591122754469890'"
"Not Relevant","'592591123094315008'"
"Not Relevant","'592591122892853249'"
"Not Relevant","'592591127951216641'"
"Not Relevant","'592591143856173056'"
"Not Relevant","'592591145441431552'"
"Response Efforts","'592591151741411328'"
"Not Relevant","'592591154031493120'"
"Not Relevant","'592591154610311168'"
"Other Relevant Information","'592591178270437376'"
"Not Relevant","'592591180447100928'"
"Not Relevant","'592591184708685825'"
"Not Relevant","'592591193420091392'"
"Not Relevant","'592591199799652352'"
"Not Relevant","'592591200307130368'"
"Not Relevant","'592591201028608000'"
"Not Relevant","'592591205944401920'"
"Not Relevant","'592591208062418945'"
"Not Relevant","'592591213104009216'"
"Not Relevant","'592591227410722816'"
"Response Efforts","'592591233521819648'"
"Response Efforts","'592591257089777664'"
"Not Relevant","'592591285170626561'"
"Not Relevant","'592591288672747520'"
"Infrastructure Damage","'592591308490964992'"
"Not Relevant","'592591311707967488'"
"Not Relevant","'592591312173412352'"
"Not Relevant","'592591324479553536'"
"Response Efforts","'592591327834943488'"
"Not Relevant","'592591330888515584'"
"Response Efforts","'592591368322682880'"
"Not Relevant","'592591373993431040'"
"Not Relevant","'592591384130899968'"
"Other Relevant Information","'592591388643995650'"
"Response Efforts","'592591393568096256'"
"Infrastructure Damage","'592591402409689089'"
"Response Efforts","'592591406843240449'"
"Not Relevant","'592591411846905856'"
"Other Relevant Information","'592591429135798272'"
"Response Efforts","'592591437327269888'"
"Not Relevant","'592591445531303936'"
"Not Relevant","'592591445715877889'"
"Not Relevant","'592591449029509120'"
"Other Relevant Information","'592591457799667712'"
"Response Efforts","'592591468583264257'"
"Response Efforts","'592591481526947840'"
"Not Relevant","'592591496441901056'"
"Response Efforts","'592591499923050496'"
"Not Relevant","'592591511151366145'"
"Not Relevant","'592591512711667713'"
"Response Efforts","'592591516364771329'"
"Not Relevant","'592591516851380224'"
"Not Relevant","'592591521834139648'"
"Response Efforts","'592591522442285057'"
"Not Relevant","'592591529924894721'"
"Not Relevant","'592591530411458563'"
"Not Relevant","'592591533854982144'"
"Not Relevant","'592591537118183424'"
"Not Relevant","'592591538238033920'"
"Response Efforts","'592591542168252416'"
"Not Relevant","'592591547385847808'"
"Not Relevant","'592591556080631808'"
"Response Efforts","'592591557087236096'"
"Not Relevant","'592591563198431232'"
"Not Relevant","'592591571498872833'"
"Not Relevant","'592591574623776768'"
"Not Relevant","'592591577698164736'"
"Other Relevant Information","'592591578344071168'"
"Response Efforts","'592591594886410240'"
"Other Relevant Information","'592591597050535936'"
"Response Efforts","'592591600720576512'"
"Not Relevant","'592591601874169857'"
"Urgent Needs","'592591608278745088'"
"Not Relevant","'592591610195681280'"
"Other Relevant Information","'592591614356291584'"
"Not Relevant","'592591633629184000'"
"Urgent Needs","'592591638733586433'"
"Other Relevant Information","'592591653757652992'"
"Other Relevant Information","'592591661328371712'"
"Response Efforts","'592591660955127809'"
"Other Relevant Information","'592591671507832833'"
"Other Relevant Information","'592591673080832000'"
"Other Relevant Information","'592591677447131136'"
"Response Efforts","'592591679875604481'"
"Not Relevant","'592591682618597377'"
"Not Relevant","'592591682866020352'"
"Other Relevant Information","'592591688297644032'"
"Response Efforts","'592591693435699200'"
"Not Relevant","'592591702885408768'"
"Not Relevant","'592591714918903808'"
"Other Relevant Information","'592591726478553088'"
"Response Efforts","'592591751946207232'"
"Not Relevant","'592591753376505857'"
"Other Relevant Information","'592591762008465408'"
"Not Relevant","'592591762868178944'"
"Not Relevant","'592591787463573504'"
"Other Relevant Information","'592591786708586496'"
"Other Relevant Information","'592591797290860544'"
"Not Relevant","'592591813761892352'"
"Response Efforts","'592591825665396736'"
"Other Relevant Information","'592591834372706304'"
"Response Efforts","'592591838034448385'"
"Other Relevant Information","'592591839225511936'"
"Other Relevant Information","'592591840202784768'"
"Response Efforts","'592591841582710784'"
"Not Relevant","'592591842933243904'"
"Not Relevant","'592591854098591744'"
"Not Relevant","'592591861874724865'"
"Not Relevant","'592591864823287808'"
"Not Relevant","'592591865343442944'"
"Response Efforts","'592591887602581504'"
"Other Relevant Information","'592591898923040768'"
"Not Relevant","'592591901729107968'"
"Not Relevant","'592591901804482560'"
"Not Relevant","'592591905059262464'"
"Response Efforts","'592591919122780160'"
"Response Efforts","'592591920737554432'"
"Not Relevant","'592591934692143104'"
"Not Relevant","'592591936709615616'"
"Not Relevant","'592591940580876289'"
"Response Efforts","'592591941272907776'"
"Response Efforts","'592591948793282560'"
"Other Relevant Information","'592591970259890176'"
"Not Relevant","'592591973678100480'"
"Response Efforts","'592591981634793473'"
"Not Relevant","'592591994129547265'"
"Other Relevant Information","'592591998239969281'"
"Other Relevant Information","'592591999888433153'"
"Not Relevant","'592592010571173889'"
"Not Relevant","'592592018515202048'"
"Response Efforts","'592592020419452928'"
"Not Relevant","'592592026849386496'"
"Not Relevant","'592592028082417666'"
"Not Relevant","'592592028350873600'"
"Not Relevant","'592592027491008512'"
"Not Relevant","'592592031618244609'"
"Response Efforts","'592592048600944640'"
"Urgent Needs","'592592048101822466'"
"Other Relevant Information","'592592050740146176'"
"Not Relevant","'592592051113299968'"
"Response Efforts","'592592056876335105'"
"Not Relevant","'592592056863760384'"
"Other Relevant Information","'592592060479315969'"
"Other Relevant Information","'592592087029186560'"
"Other Relevant Information","'592592102665560064'"
"Response Efforts","'592592104288694272'"
"Not Relevant","'592592105626710016'"
"Response Efforts","'592592120860450816'"
"Response Efforts","'592592127382593536'"
"Other Relevant Information","'592592136865984513'"
"Response Efforts","'592592145531465728'"
"Other Relevant Information","'592592146525487104'"
"Not Relevant","'592592167920504832'"
"Not Relevant","'592592181594042368'"
"Other Relevant Information","'592592189521289216'"
"Other Relevant Information","'592592190427172864'"
"Not Relevant","'592592206059282432'"
"Response Efforts","'592592213982507008'"
"Not Relevant","'592592216410849280'"
"Not Relevant","'592592231749570560'"
"Not Relevant","'592592233662173184'"
"Not Relevant","'592592236107411456'"
"Not Relevant","'592592256445513728'"
"Not Relevant","'592592259188715521'"
"Not Relevant","'592592261717831680'"
"Not Relevant","'592592262971920385'"
"Not Relevant","'592592266193084416'"
"Other Relevant Information","'592592267539517440'"
"Not Relevant","'592592268525080576'"
"Infrastructure Damage","'592592272304123904'"
"Not Relevant","'592592272681635841'"
"Not Relevant","'592592273424175105'"
"Not Relevant","'592592276804669441'"
"Not Relevant","'592592277391872000'"
"Not Relevant","'592592282131435521'"
"Not Relevant","'592592299168632832'"
"Not Relevant","'592592299244146688'"
"Other Relevant Information","'592592306961838080'"
"Not Relevant","'592592341891874816'"
"Not Relevant","'592592356651585537'"
"Other Relevant Information","'592592356605464577'"
"Not Relevant","'592592365099032576'"
"Other Relevant Information","'592592368739618817'"
"Response Efforts","'592592370262089730'"
"Not Relevant","'592592383944085504'"
"Not Relevant","'592592386313854976'"
"Other Relevant Information","'592592393892802560'"
"Not Relevant","'592592412154961920'"
"Response Efforts","'592592429917687809'"
"Not Relevant","'592592436553076736'"
"Not Relevant","'592592445063344128'"
"Other Relevant Information","'592592469549830145'"
"Not Relevant","'592592468857593856'"
"Not Relevant","'592592470187216896'"
"Not Relevant","'592592471076511745'"
"Other Relevant Information","'592592472431337472'"
"Not Relevant","'592592476713521152'"
"Not Relevant","'592592481893675009'"
"Not Relevant","'592592483839803392'"
"Infrastructure Damage","'592592484833734656'"
"Not Relevant","'592592492073132032'"
"Not Relevant","'592592504702115840'"
"Not Relevant","'592592507894157312'"
"Not Relevant","'592592516290977792'"
"Not Relevant","'592592518048518144'"
"Not Relevant","'592592518182739968'"
"Not Relevant","'592592531877040128'"
"Not Relevant","'592592539103809536'"
"Not Relevant","'592592544468434944'"
"Not Relevant","'592592559467200512'"
"Not Relevant","'592592559949484033'"
"Not Relevant","'592592560335376384'"
"Not Relevant","'592592563103666177'"
"Not Relevant","'592592563862831104'"
"Not Relevant","'592592570653528068'"
"Not Relevant","'592592574881394689'"
"Not Relevant","'592592583110471680'"
"Not Relevant","'592592594221293568'"
"Not Relevant","'592592607659708416'"
"Other Relevant Information","'592592607479353344'"
"Not Relevant","'592592609069010944'"
"Not Relevant","'592592610105040897'"
"Response Efforts","'592592612051316736'"
"Other Relevant Information","'592592617617031168'"
"Response Efforts","'592592620041347072'"
"Response Efforts","'592592624109785088'"
"Not Relevant","'592592624600645632'"
"Other Relevant Information","'592592628438343680'"
"Other Relevant Information","'592592632129277952'"
"Not Relevant","'592592644045344768'"
"Not Relevant","'592592656670150656'"
"Not Relevant","'592592658947842049'"
"Infrastructure Damage","'592592678644162560'"
"Response Efforts","'592592679923421184'"
"Not Relevant","'592592687078866945'"
"Not Relevant","'592592691990401024'"
"Response Efforts","'592592696218259456'"
"Response Efforts","'592592706242613248'"
"Not Relevant","'592592711133212672'"
"Not Relevant","'592592713054289920'"
"Not Relevant","'592592713335185408'"
"Not Relevant","'592592712722817024'"
"Not Relevant","'592592715465916416'"
"Not Relevant","'592592717965819904'"
"Not Relevant","'592592731341357056'"
"Not Relevant","'592592732222291968'"
"Not Relevant","'592592741537869824'"
"Not Relevant","'592592743618064384'"
"Not Relevant","'592592750543032321'"
"Not Relevant","'592592768477728768'"
"Not Relevant","'592592775155060736'"
"Response Efforts","'592592786706321408'"
"Not Relevant","'592592792964075521'"
"Not Relevant","'592592793668726784'"
"Not Relevant","'592592798328619010'"
"Other Relevant Information","'592592799020625920'"
"Other Relevant Information","'592592798974545921'"
"Not Relevant","'592592801163911169'"
"Not Relevant","'592592805647650817'"
"Not Relevant","'592592816083185664'"
"Not Relevant","'592592823481806848'"
"Response Efforts","'592592829924253696'"
"Not Relevant","'592592830356463616'"
"Not Relevant","'592592831945969664'"
"Not Relevant","'592592835540623360'"
"Not Relevant","'592592838443069440'"
"Not Relevant","'592592861272547328'"
"Not Relevant","'592592867396190208'"
"Response Efforts","'592592870437097472'"
"Not Relevant","'592592874300055552'"
"Response Efforts","'592592875629715456'"
"Not Relevant","'592592879526248448'"
"Not Relevant","'592592880864104448'"
"Not Relevant","'592592885045862400'"
"Not Relevant","'592592886807433216'"
"Not Relevant","'592592887705149441'"
"Not Relevant","'592592899990286336'"
"Not Relevant","'592592903127441408'"
"Not Relevant","'592592922132017152'"
"Response Efforts","'592592926145966080'"
"Not Relevant","'592592927651684352'"
"Not Relevant","'592592943954853888'"
"Not Relevant","'592592960803479552'"
"Infrastructure Damage","'592592963764658176'"
"Not Relevant","'592592970886479874'"
"Urgent Needs","'592592971758895104'"
"Infrastructure Damage","'592592976129368064'"
"Not Relevant","'592592992998940674'"
"Not Relevant","'592592993007239168'"
"Not Relevant","'592592999827144704'"
"Response Efforts","'592593004843642880'"
"Other Relevant Information","'592593006865223680'"
"Not Relevant","'592593011332153344'"
"Other Relevant Information","'592593034941870080'"
"Not Relevant","'592593037106098177'"
"Other Relevant Information","'592593045066907648'"
"Response Efforts","'592593052927012864'"
"Response Efforts","'592593054516674560'"
"Other Relevant Information","'592593056362328064'"
"Not Relevant","'592593056756465665'"
"Response Efforts","'592593057817604096'"
"Not Relevant","'592593068320104448'"
"Not Relevant","'592593073332363264'"
"Not Relevant","'592593075396050944'"
"Not Relevant","'592593079808364544'"
"Not Relevant","'592593093829865472'"
"Not Relevant","'592593100599664640'"
"Response Efforts","'592593107595722753'"
"Not Relevant","'592593112452767744'"
"Not Relevant","'592593112842665985'"
"Response Efforts","'592593124280569857'"
"Not Relevant","'592593139354836992'"
"Other Relevant Information","'592593150121791489'"
"Not Relevant","'592593169490915329'"
"Other Relevant Information","'592593174670905344'"
"Not Relevant","'592593177317511168'"
"Infrastructure Damage","'592593182598107136'"
"Not Relevant","'592593182744948736'"
"Response Efforts","'592593184380702720'"
"Not Relevant","'592593188528885760'"
"Urgent Needs","'592593193146814464'"
"Not Relevant","'592593197903151104'"
"Not Relevant","'592593204551098368'"
"Response Efforts","'592593210968387584'"
"Response Efforts","'592593216396009472'"
"Not Relevant","'592593216781836288'"
"Other Relevant Information","'592593238772461568'"
"Not Relevant","'592593240764780544'"
"Not Relevant","'592593247098155008'"
"Response Efforts","'592593253012152320'"
"Response Efforts","'592593263472717825'"
"Not Relevant","'592593265049735169'"
"Response Efforts","'592593265725198336'"
"Not Relevant","'592593268958892032'"
"Other Relevant Information","'592593271924350976'"
"Response Efforts","'592593280979869696'"
"Response Efforts","'592593302190448641'"
"Other Relevant Information","'592593305252171776'"
"Response Efforts","'592593305017257985'"
"Not Relevant","'592593312575524865'"
"Response Efforts","'592593326374670336'"
"Response Efforts","'592593331764363265'"
"Not Relevant","'592593342354952192'"
"Not Relevant","'592593345748332547'"
"Not Relevant","'592593350236119041'"
"Not Relevant","'592593366526734337'"
"Not Relevant","'592593367357267968'"
"Infrastructure Damage","'592593370184294400'"
"Not Relevant","'592593372973379584'"
"Not Relevant","'592593374747566080'"
"Response Efforts","'592593377843159040'"
